roadmap_item_id,product,hierarchy_level,parent_id,title,description,status,percent_complete,start_date,end_date,target_quarter,owner,stack_rank,prod_date_projected,old_prod_date_projected,customer_facing_date,source_system,source_key,source_file,theme,aop_goal,priority
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-97,IDT,Initiative,,GSTR-3B,Pre-upload Validation Solve,To Do,40,,,Q2,Gopinath Chimirala,44,,31-Aug-2025,Aug,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-97,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',1
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-98,IDT,Initiative,,GSTR-6,Blocking upload if there is no data to Upload,Done,100,,,Q2,Surbhi Punshi,45,,1-Jul-2025,30-Jul-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-98,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',1
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-99,IDT,Initiative,,GSTR-6,"In case of ISD doc generation, prompting user to delete the Data",Done,100,,,Q2,Surbhi Punshi,46,,1-Aug-2025,30-Aug-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-99,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',1
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-100,IDT,Initiative,,Ingestion,IMPG Document Validation - JIRA,To Do,40,,,,Gopinath Chimirala,32,,TBD,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-100,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-101,IDT,Initiative,,GIS,DPO data availability UX,Done,100,,,Q2,Aayushi Garg,20,,5-Sep-2025,4-Oct-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-101,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-102,IDT,Initiative,,GSTR-9,Last Year Pending small Items,Done,100,,,Q3,Surbhi Punshi,53,,22-Nov-2025,22-Dec-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-102,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',2
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-103,IDT,Initiative,,Reports,G6 Report Migration,Done,100,,,Q3,Surbhi Punshi,58,,5-Oct-2025,4-Nov-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-103,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Cost Savings,Reduce infra costs,4
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-104,IDT,Initiative,,PR Reconciliation,Cancelled PR Document Handling,Done,100,,,Q2,Yatin Kumar,62,,Done,Done,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-104,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-105,IDT,Initiative,,GSTR-1,Sale Sync Change,Done,100,,,Q2,Surbhi Punshi,63,,22-Aug-2025,22-Aug-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-105,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Cost Saving,Reduce infra costs,4
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-106,IDT,Initiative,,IMS (Inward),IMS Action Upload Flow fixes,Done,100,,,Q3,Yatin Kumar,52,,30-Nov-2025,29-Dec-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-106,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-107,IDT,Initiative,,GIS,Reverse e-invoice migration,Deferred,25,,,Q2,Aayushi Garg,24,,Deferred,Deferred,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-107,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-108,IDT,Initiative,,IMS (Inward),Mock IMS Data and Server Creation,Deferred,25,,,Q2,Yatin Kumar,38,,Deferred,Deferred,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-108,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Govt. Changes,Make the tax ops engine 'utility grade',0
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-109,IDT,Initiative,,GTM Initiatives,Clause 44 (With Actions),Deferred,25,,,Q2,Swaroop Repaka,47,,Deferred,Deferred,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-109,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,,GTM Levers,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-110,IDT,Initiative,,Forms,Mars shutdown,Deferred,25,,,Q3,Surbhi Punshi,50,,5-Oct-2025,4-Nov-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-110,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Cost Saving,Reduce infra costs,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-111,IDT,Initiative,,GSTR-9C,Autopopulation of 9C table basis GL recon,Deferred,25,,,Q3,Abhay Goyal,48,,TBD,TBD,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-111,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,GTM Initiative,GTM Levers,2
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-112,IDT,Initiative,,All forms,Unit test case coverage from 34 % to 80 %,Deferred,25,,,Q2,Surbhi Punshi,65,,Deferred,Deferred,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-112,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Tech Debt,Make the tax ops engine 'utility grade',4
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-113,IDT,Initiative,,PR Reconciliation,Supplier Trade Name in Reconciliation - 2A recon but not missing in PR,Done,100,,,Q2,Yatin Kumar,80,,22-Sep-2025,21-Oct-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-113,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-114,IDT,Initiative,,GIS,"Devops and QA roadmap items like devspace onboarding,Mongo upgradation and s3 optimisations",Done,100,,,Q3,Aayushi Garg,84,,5-Oct-2025,3-Nov-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-114,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Tech Debt,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-115,IDT,Initiative,,Cost Saving,GIS: Move Vendor Count logic to Trino - Part of S3 Migration,To Do,40,,,,Karthikeyan Sivaji,37,,TBD,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-115,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Cost Saving,Reduce infra costs,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-116,IDT,Initiative,,GSTR-6,GSTR6 logic movement to dbt,Deferred,25,,,Q3,Surbhi Punshi,66,,TBD,TBD,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-116,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Cost Saving,Reduce infra costs,2
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-117,IDT,Initiative,,IMS (Inward),Action Audit Trail,Deferred,25,,,Q3,Yatin Kumar,76,,22-Dec-2025,20-Jan-2026,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-117,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-118,IDT,Initiative,,Primitives,Communication Agent,Deferred,25,,,Q3,Yatin Kumar,82,,Deferred,Deferred,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-118,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,GTM Initiative,GTM Levers,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-119,IDT,Initiative,,Primitives,PR State Management,To Do,40,,,Q3,Swastika Nayak,78,TBD,22-Dec-2025,20-Jan-2026,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-119,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Cost Savings,Reduce infra costs,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-120,IDT,Initiative,,CA/SME,CA- SME Partner Support,Done,100,,,,,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-120,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Cost Saving,Reduce infra costs,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-121,IDT,Initiative,,CA/SME,CA - SME MIgration Development,Done,100,,,,,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-121,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Cost Saving,Reduce infra costs,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-122,IDT,Initiative,,Primitives,Historical Data Onboarding Utility,Deferred,25,,,,Karthikeyan Sivaji,NA,,Deferred,TBD,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-122,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,GTM Initiative,GTM Levers,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-123,IDT,Initiative,,Primitives,Session Continuity Module,Deferred,25,,,,Yatin Kumar,NA,,Deferred,TBD,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-123,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-124,IDT,Initiative,,CA/SME,- business hierarchy excel,Done,100,,,,Aneesh Goel,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-124,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Cost Saving,Reduce infra costs,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-125,IDT,Initiative,,GTM Initiative,CTAI ( Integration with IDT),To Do,40,,,,Yatin Kumar,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-125,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,GTM Initiative,GTM Levers,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-126,IDT,Initiative,,UX Improvements,Notifications and toasts seperation,To Do,40,,,,Prajit Nandeshwar,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-126,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,-,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-127,IDT,Initiative,,UX Improvements,"LP0, LP1 ugrade and Information architecture improvement with breadcrumbs, search bar, platform shortcuts - Figma reference for LP0: https://www.figma.com/make/Lc3lx3wwKI5hTavjdofLiS/Journey-Progress-Redesign-Solutions?t=bIWTBciEkuwhHGSo-1",To Do,40,,,,Prajit Nandeshwar,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-127,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,-,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-128,IDT,Initiative,,UX Improvements,Gamifying - Streaks feature to nudge users,To Do,40,,,,Prajit Nandeshwar,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-128,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-129,IDT,Initiative,,Purchase to Usage,Auto Recon + Actioning on Excat Match for GSTR-1,To Do,40,,,,Karthikeyan Sivaji,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-129,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Purchase to Usage,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-130,IDT,Initiative,,Usage to Success,Recon Framework Migration for Parallel Actions,To Do,40,,,,Karthikeyan Sivaji,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-130,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-131,IDT,Initiative,,Usage to Success,IMS Rejected Docs Only (workflow implementation),To Do,40,,,,Karthikeyan Sivaji,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-131,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-132,IDT,Initiative,,Tech Debt,- GSTIN Report- Stale filing information,To Do,40,,,,Gopinath Chimirala,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-132,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Tech Debt,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-133,IDT,Initiative,,Tech Debt,- GSTIN Verification Report- Backward Comaptability,To Do,40,,,,Gopinath Chimirala,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-133,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Tech Debt,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-134,IDT,Initiative,,Usage to Success,GSTR-3B improvements - GSTX33 Error Handling - Reverse Charge + Rounding off Error Handling in Offset,To Do,40,,,,Gopinath Chimirala,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-134,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-135,IDT,Initiative,,Usage to Success,- G6 Success 90%,To Do,40,,,,Gopinath Chimirala,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-135,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-136,IDT,Initiative,,Agentic Platform,-Scheduler [Backend],To Do,40,,,,Karthikeyan Sivaji,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-136,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Agentic Platform,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-137,IDT,Initiative,,Agentic Platform,- Auto IMS Actions post Recon [MVP],To Do,40,,,,Yatin Kumar,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-137,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Agentic Platform,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-138,IDT,Initiative,,Govt. Changes,Table -4 Modifications,To Do,40,,,,Gopinath Chimirala,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-138,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Govt. Changes,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-139,IDT,Initiative,,Govt. Changes,GSTR-3B Locking changes + Ledger based GSTR-3B Validations,To Do,40,,,,Gopinath Chimirala,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-139,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Govt. Changes,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-140,IDT,Initiative,,VLC Asks,Paytm Invoicing,To Do,40,,,,Gopinath Chimirala,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-140,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,VLC Asks,GTM Levers,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-141,IDT,Initiative,,Usage to Success,SR State Management + UX Correction,,0,,,,Swastika Nayak,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-141,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-142,IDT,Initiative,,Usage to Success,- GSTR-1 Filing UX Improvement,,0,,,,Gopinath Chimirala,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-142,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-143,IDT,Initiative,,Usage to Success,- GSTR- 3B Filing UX Improvement,,0,,,,Gopinath Chimirala,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-143,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-144,IDT,Initiative,,GTM Initiative,- GSTR-2X Recon (TDS vs SR for Govt. Suppliers),,0,,,,Karthikeyan Sivaji,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-144,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,GTM Initiative,GTM Levers,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-145,IDT,Initiative,,Purchase to Usage,- IMS Seller Side Alerts + Document Management,,0,,,,Karthikeyan Sivaji,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-145,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Purchase to Usage,GTM Levers,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-146,IDT,Initiative,,Usage to Success,- Recon Problem Framing items and fixes,,0,,,,Yatin Kumar,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-146,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-147,IDT,Initiative,,Usage to Success,- Multi-month/ multi-GSTIN PDF report downloading,,0,,,,Gopinath Chimirala,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-147,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-148,IDT,Initiative,,GTM Initiative,Customer Scorecard,,0,,,,Karthikeyan Sivaji,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-148,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,GTM Initiative,CFO Governance,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-149,IDT,Initiative,,Agentic Platform,Scheduler [Full Stack],,0,,,,Karthikeyan Sivaji,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-149,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Agentic Platform,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-150,IDT,Initiative,,GTM Initiative,Governance Communication Layer,,0,,,,Karthikeyan Sivaji,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-150,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,GTM Initiative,CFO Governance,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-151,IDT,Initiative,,Usage to Success,GSTR -9/9C Improvements,,0,,,,Gopinath Chimirala,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-151,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-152,IDT,Initiative,,Ingestion Abstraction (PR),Ingestion Abstraction (PR),,0,,,,Swastika Nayak,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-152,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,,,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-153,IDT,Initiative,,- GPU Movement Exploration for Heavy Recons,- GPU Movement Exploration for Heavy Recons,,0,,,,Karthikeyan Sivaji,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-153,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,,,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-154,IDT,Initiative,,- Recon UX Improvements,- Recon UX Improvements,,0,,,,Karthikeyan Sivaji,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-154,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,,,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-155,IDT,Initiative,,- Recon file Spliting (Excel vs Zip),- Recon file Spliting (Excel vs Zip),,0,,,,Karthikeyan Sivaji,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-155,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,,,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-156,IDT,Initiative,,Purchase to Usage,- Auto Grouping + Recommendations,,0,,,,Karthikeyan Sivaji,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-156,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Purchase to Usage,,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-157,IDT,Initiative,,Usage to Success,- IMS Group Tagging + Amendment Handling (multi document view + Load testing),,0,,,,Karthikeyan Sivaji,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-157,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-158,IDT,Initiative,,Agentic Platform,- AI Synthesis as Mail Body,,0,,,,,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-158,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Agentic Platform,,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-159,IDT,Initiative,,Agentic Platform,ITC Actions + 3B via AI,,0,,,,,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-159,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Agentic Platform,,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-160,IDT,Initiative,,GTM Initiative,Insights/ analytics for Tax Heads/ CFO,,0,,,,Rajesh Raman,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-160,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,GTM Initiative,CFO Governance,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-161,IDT,Initiative,,Sprint Reliability,https://docs.google.com/spreadsheets/d/1N9wBfs4dUhQzgxL-1GqNiDyy5nBsKARDTSs5beHXLS8/edit?gid=0#gid=0,,0,,,,,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-161,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,,,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-162,IDT,Initiative,,Recon,- Auto Recon + Actioning on Exact Match for GSTR-1 [Feb 2026 for solutioning+ X time for development],To Do,40,,,,,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-162,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,,,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-163,IDT,Initiative,,GSTR-2X Recon (TDS vs SR for Govt. Suppliers),GSTR-2X Recon (TDS vs SR for Govt. Suppliers),To Do,40,,,,,,31-August-2026,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-163,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,,,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-164,IDT,Initiative,,Recon Problem Framing,Recon Problem Framing,To Do,40,,,,,,31-August-2026,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-164,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,,,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-165,IDT,Initiative,,- GSTR3B Report Migration [],- GSTR3B Report Migration [],To Do,40,,,,,,31-August-2026,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-165,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,,,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-166,IDT,Initiative,,Max ITC Dashboard,Max ITC Dashboard,To Do,40,,,,,,31-August-2026,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-166,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,,,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-167,IDT,Initiative,,Multi-month/ multi-GSTIN PDF report downloadin,Multi-month/ multi-GSTIN PDF report downloadin,To Do,40,,,,,,31-August-2026,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-167,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,,,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-168,IDT,Initiative,,Sprint Reliability,Data pull orchestrator slowed down for lot of customers,In Progress,40,,,,,,27-February-2026,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-168,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,,,
